timestamp,raw_acetone,raw_ammonia,corrected_acetone,corrected_ammonia,temperature,humidity,voc_index,voc_type,diabetes_stage,kidney_stage,hydration_status
2025-11-01 16:30:07,0.296288,1.106028,-0.604,-0.694,31.3,50.9,47.8,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:08,2.746097,3.055483,1.846,1.255,25.1,34.6,93.9,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:09,0.924584,2.819764,0.025,1.02,39.3,64.4,132.9,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:10,2.055062,1.675916,1.155,-0.124,29.7,58.9,92.4,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:11,1.072791,0.599653,0.173,-1.2,36.1,32.7,34.9,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:30:12,1.65619,3.054922,0.756,1.255,31.0,58.3,3.7,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:13,1.730789,2.389354,0.831,0.589,20.9,51.7,130.5,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:14,0.717592,3.498201,-0.182,1.698,32.7,33.3,3.2,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:30:15,2.914837,2.388719,2.015,0.589,39.0,48.3,131.2,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:16,2.370372,3.849599,1.47,2.05,32.0,49.4,79.3,Endogenous,Mild,Mild,Hydrated
2025-11-01 16:30:17,2.830597,2.52839,1.931,0.728,36.4,36.6,140.9,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:18,2.705517,2.568127,1.806,0.768,37.7,67.8,119.8,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:19,1.87412,3.957276,0.974,2.157,24.6,64.0,149.7,Endogenous,Normal,Mild,Hydrated
2025-11-01 16:30:20,2.781248,1.875325,1.881,0.075,24.2,56.8,52.6,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:21,0.447779,0.689667,-0.452,-1.11,32.2,48.5,115.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:22,0.748752,0.226644,-0.151,-1.573,28.2,46.5,60.3,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:23,0.326636,3.422604,-0.573,1.623,36.8,56.0,72.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:24,1.110925,2.829362,0.211,1.029,38.0,51.8,94.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:25,1.288296,3.197951,0.388,1.398,27.1,32.5,131.1,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:30:26,0.959777,1.037042,0.06,-0.763,24.7,50.5,147.6,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:27,2.520465,0.700034,1.62,-1.1,35.6,62.3,115.2,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:28,1.198909,0.163997,0.299,-1.636,25.5,48.4,62.7,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:29,0.986617,1.642585,0.087,-0.157,36.5,32.1,63.2,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:30:30,1.719549,2.695638,0.82,0.896,28.5,61.5,110.6,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:31,0.594588,1.825874,-0.305,0.026,33.4,38.1,35.8,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:30:32,2.446152,2.02489,1.546,0.225,21.9,40.3,16.6,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:33,0.408742,4.078298,-0.491,2.278,32.5,36.6,53.2,Endogenous,Normal,Mild,Dehydrated
2025-11-01 16:30:34,2.963283,1.632324,2.063,-0.168,29.0,43.2,43.1,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:35,2.362285,2.361554,1.462,0.562,31.7,60.3,44.4,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:36,0.756404,3.548073,-0.144,1.748,23.4,50.8,35.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:37,0.215462,1.844788,-0.685,0.045,34.7,38.2,6.3,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:30:38,2.483292,2.837181,1.583,1.037,37.3,65.1,2.7,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:39,2.179201,3.8944,1.279,2.094,24.3,65.2,148.2,Endogenous,Mild,Mild,Hydrated
2025-11-01 16:30:40,2.24122,4.277891,1.341,2.478,21.9,64.8,64.2,Endogenous,Mild,Mild,Hydrated
2025-11-01 16:30:41,2.359557,0.747123,1.46,-1.053,20.5,39.6,57.6,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:42,0.407325,4.176986,-0.493,2.377,32.8,48.0,101.9,Endogenous,Normal,Mild,Hydrated
2025-11-01 16:30:43,1.203704,2.265312,0.304,0.465,32.1,69.4,32.7,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:44,0.524433,1.236275,-0.376,-0.564,30.9,60.9,142.5,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:45,2.61669,2.120197,1.717,0.32,24.6,31.1,118.0,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:46,1.945235,4.412143,1.045,2.612,27.8,32.6,13.4,Endogenous,Mild,Mild,Dehydrated
2025-11-01 16:30:47,1.126514,2.26752,0.227,0.468,31.9,48.6,62.6,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:48,0.377963,1.546507,-0.522,-0.253,29.9,66.4,131.9,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:49,1.070751,2.886964,0.171,1.087,39.8,51.5,141.7,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:50,1.110513,1.156641,0.211,-0.643,22.7,49.9,70.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:51,2.242897,0.433799,1.343,-1.366,33.9,34.2,92.0,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:52,1.985161,0.667071,1.085,-1.133,28.1,56.3,25.1,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:53,2.684196,0.663402,1.784,-1.137,28.6,62.9,148.7,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:54,1.522202,0.768372,0.622,-1.032,34.4,45.2,34.8,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:55,0.534864,0.71084,-0.365,-1.089,33.8,61.0,141.4,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:56,2.197085,2.919849,1.297,1.12,39.8,68.6,97.4,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:30:57,2.330198,0.900272,1.43,-0.9,22.6,38.2,91.2,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:30:58,1.771576,1.620936,0.872,-0.179,22.1,50.9,76.9,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:30:59,2.358708,4.045869,1.459,2.246,34.5,41.5,34.6,Endogenous,Mild,Mild,Dehydrated
2025-11-01 16:31:00,1.582628,2.185431,0.683,0.385,31.6,61.7,26.5,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:01,1.663652,3.037254,0.764,1.237,25.5,53.1,33.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:02,1.397115,0.858207,0.497,-0.942,21.6,55.4,28.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:03,0.271174,0.946072,-0.629,-0.854,21.7,61.9,116.9,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:04,0.502096,0.279822,-0.398,-1.52,37.9,45.8,52.5,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:05,0.288002,0.843314,-0.612,-0.957,23.8,66.6,8.7,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:06,1.981949,1.325797,1.082,-0.474,26.5,51.3,145.4,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:07,1.080197,0.878846,0.18,-0.921,24.5,36.3,132.6,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:08,1.623998,0.490291,0.724,-1.31,27.1,57.8,139.2,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:09,2.741186,0.630798,1.841,-1.169,21.4,61.7,149.2,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:10,0.898018,2.127427,-0.002,0.327,30.4,42.7,26.1,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:11,1.349072,1.007868,0.449,-0.792,21.4,64.3,59.4,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:12,2.315543,1.702787,1.416,-0.097,36.0,66.2,113.7,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:13,0.840635,2.315036,-0.059,0.515,24.7,41.1,104.4,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:14,0.415544,3.137737,-0.484,1.338,30.8,69.3,23.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:15,1.011304,0.272973,0.111,-1.527,37.6,35.6,122.4,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:16,0.65142,3.617406,-0.249,1.817,33.0,38.1,33.7,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:17,2.803153,2.862762,1.903,1.063,30.7,37.4,33.6,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:31:18,2.462737,0.45974,1.563,-1.34,26.5,65.8,80.5,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:19,1.973531,3.943746,1.074,2.144,26.7,56.2,88.9,Endogenous,Mild,Mild,Hydrated
2025-11-01 16:31:20,2.64009,4.151839,1.74,2.352,33.4,36.1,87.0,Endogenous,Mild,Mild,Dehydrated
2025-11-01 16:31:21,2.450282,0.368743,1.55,-1.431,39.9,47.6,13.7,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:22,0.722396,1.318262,-0.178,-0.482,33.2,54.6,131.6,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:23,2.699165,3.647286,1.799,1.847,31.2,33.3,39.8,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:31:24,1.710158,3.392343,0.81,1.592,34.6,65.3,19.4,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:25,2.460832,0.911892,1.561,-0.888,29.3,62.1,133.3,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:26,2.709056,1.021137,1.809,-0.779,21.2,50.2,143.3,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:27,1.09041,1.730077,0.19,-0.07,31.2,68.7,129.3,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:28,0.508145,2.231901,-0.392,0.432,39.2,46.7,121.4,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:29,0.838218,2.820321,-0.062,1.02,23.5,69.4,98.3,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:30,1.395902,1.72322,0.496,-0.077,33.8,56.7,82.6,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:31,2.490441,2.135153,1.59,0.335,24.0,55.4,13.0,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:32,2.610046,3.388872,1.71,1.589,30.7,36.6,61.3,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:31:33,0.219466,0.261406,-0.681,-1.539,21.9,65.3,55.9,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:34,1.630092,1.210723,0.73,-0.589,29.0,47.1,39.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:35,1.368751,3.238738,0.469,1.439,35.1,36.5,108.5,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:36,0.821902,4.03891,-0.078,2.239,27.0,30.5,74.4,Endogenous,Normal,Mild,Dehydrated
2025-11-01 16:31:37,0.535623,2.351381,-0.364,0.551,33.3,52.4,12.2,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:38,1.145322,2.441299,0.245,0.641,35.9,51.1,33.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:39,2.840147,0.571557,1.94,-1.228,38.5,58.8,102.5,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:40,1.104968,2.068614,0.205,0.269,24.7,65.6,11.4,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:41,1.652614,2.443516,0.753,0.644,28.0,33.2,127.7,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:42,2.168453,1.16687,1.268,-0.633,23.0,59.3,74.3,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:43,1.218163,1.28467,0.318,-0.515,39.8,37.5,72.1,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:44,2.92099,1.76005,2.021,-0.04,38.5,64.3,88.9,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:31:45,2.894852,0.188313,1.995,-1.612,30.8,62.8,123.7,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:46,0.90499,1.517148,0.005,-0.283,36.8,51.6,52.2,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:47,1.592296,1.030371,0.692,-0.77,30.4,58.4,101.7,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:48,1.042459,1.540988,0.142,-0.259,32.5,42.6,84.9,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:49,0.997553,0.626953,0.098,-1.173,21.8,48.8,40.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:50,0.303283,4.01832,-0.597,2.218,35.1,62.9,131.8,Endogenous,Normal,Mild,Hydrated
2025-11-01 16:31:51,1.90678,2.711807,1.007,0.912,22.6,48.4,119.6,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:31:52,1.607501,3.08805,0.708,1.288,36.5,44.3,98.8,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:53,0.344141,3.572353,-0.556,1.772,35.6,49.8,127.6,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:54,0.98021,2.293146,0.08,0.493,34.2,63.1,130.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:55,2.743144,0.482449,1.843,-1.318,20.7,43.4,106.3,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:31:56,0.870773,2.463269,-0.029,0.663,26.1,37.0,125.6,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:31:57,0.605706,2.682101,-0.294,0.882,25.3,58.5,104.6,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:58,1.570468,3.379934,0.67,1.58,27.2,63.0,102.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:31:59,2.959821,1.999302,2.06,0.199,21.8,34.0,92.8,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:00,0.877755,0.661353,-0.022,-1.139,38.7,39.6,112.9,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:01,2.08198,1.348614,1.182,-0.451,31.1,35.7,23.8,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:02,2.332535,1.697562,1.433,-0.102,26.1,43.9,132.1,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:03,0.865385,2.942036,-0.035,1.142,27.9,48.0,130.8,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:04,2.239006,2.611425,1.339,0.811,28.9,60.0,4.4,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:05,1.229793,1.666826,0.33,-0.133,32.0,56.0,123.9,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:06,1.970456,4.440667,1.07,2.641,30.3,54.8,19.3,Endogenous,Mild,Mild,Hydrated
2025-11-01 16:32:07,1.973883,2.765409,1.074,0.965,38.4,44.1,50.3,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:08,1.700169,1.143798,0.8,-0.656,29.9,63.7,111.5,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:09,0.452811,0.547843,-0.447,-1.252,39.8,48.9,24.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:10,2.538847,0.77258,1.639,-1.027,37.0,69.2,122.7,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:11,1.098184,1.182214,0.198,-0.618,24.2,55.4,124.8,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:12,0.722252,0.806998,-0.178,-0.993,38.6,35.1,76.1,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:13,0.31417,0.920895,-0.586,-0.879,22.3,57.0,1.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:14,1.8545,1.354419,0.954,-0.446,36.3,43.0,43.1,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:15,2.09718,0.862844,1.197,-0.937,27.6,57.5,92.5,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:16,0.246446,4.045768,-0.654,2.246,37.6,32.8,147.2,Endogenous,Normal,Mild,Dehydrated
2025-11-01 16:32:17,1.633861,0.453028,0.734,-1.347,37.4,37.0,94.8,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:18,0.834188,2.40785,-0.066,0.608,36.1,64.2,39.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:19,2.006484,1.905746,1.106,0.106,35.8,39.1,95.1,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:20,0.688226,4.422466,-0.212,2.622,26.1,63.5,81.0,Endogenous,Normal,Mild,Hydrated
2025-11-01 16:32:21,2.134626,0.592971,1.235,-1.207,21.6,41.2,117.0,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:22,1.282859,1.850565,0.383,0.051,28.1,55.7,16.0,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:23,2.822844,4.36567,1.923,2.566,23.5,57.8,114.2,Endogenous,Mild,Mild,Hydrated
2025-11-01 16:32:24,0.585059,3.908231,-0.315,2.108,33.9,50.5,81.2,Endogenous,Normal,Mild,Hydrated
2025-11-01 16:32:25,1.154986,3.695117,0.255,1.895,26.9,42.2,144.4,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:26,0.517726,1.234772,-0.382,-0.565,39.5,38.5,51.3,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:27,2.789142,0.851905,1.889,-0.948,32.8,31.3,94.9,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:28,2.65655,3.04203,1.757,1.242,36.4,42.2,139.8,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:29,0.922237,4.189254,0.022,2.389,22.7,56.1,15.4,Endogenous,Normal,Mild,Hydrated
2025-11-01 16:32:30,2.047955,2.549757,1.148,0.75,37.2,67.5,140.6,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:31,2.488222,2.615096,1.588,0.815,38.5,64.8,103.2,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:32,1.754562,1.331908,0.855,-0.468,29.7,60.6,10.2,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:33,1.683022,3.485769,0.783,1.686,32.1,61.5,45.1,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:34,0.877186,0.922992,-0.023,-0.877,35.3,56.6,106.2,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:35,0.460688,1.524189,-0.439,-0.276,23.5,40.4,10.1,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:36,2.712204,1.97192,1.812,0.172,30.1,66.3,87.3,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:37,2.721171,2.333486,1.821,0.533,28.0,56.8,51.9,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:38,1.972684,1.166603,1.073,-0.633,22.9,52.4,93.1,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:39,1.149283,0.605282,0.249,-1.195,27.4,34.4,6.9,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:40,1.177787,2.786728,0.278,0.987,21.4,47.9,130.7,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:41,2.232676,1.369974,1.333,-0.43,20.5,48.4,146.0,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:42,2.711909,2.657448,1.812,0.857,22.7,64.6,145.3,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:43,2.683842,0.779196,1.784,-1.021,39.3,51.9,112.4,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:44,2.383652,2.217016,1.484,0.417,31.0,45.2,19.5,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:45,1.997689,2.443394,1.098,0.643,39.3,69.1,113.7,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:46,0.435592,0.328024,-0.464,-1.472,28.6,34.4,3.7,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:47,0.65256,1.581059,-0.247,-0.219,26.2,46.9,3.3,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:48,2.715952,0.691425,1.816,-1.109,30.1,31.7,48.5,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:49,1.898001,0.37885,0.998,-1.421,28.8,59.6,73.3,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:50,0.225752,4.455825,-0.674,2.656,22.1,66.7,115.6,Endogenous,Normal,Mild,Hydrated
2025-11-01 16:32:51,0.48412,1.518357,-0.416,-0.282,32.8,41.2,102.5,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:52,2.057805,3.663448,1.158,1.863,24.3,64.3,66.9,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:53,0.214172,1.220419,-0.686,-0.58,32.4,41.7,41.0,Endogenous,Normal,Normal,Dehydrated
2025-11-01 16:32:54,0.650263,3.098612,-0.25,1.299,33.0,66.4,149.6,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:55,1.736455,3.445003,0.836,1.645,23.0,60.2,63.9,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:56,2.137307,2.72081,1.237,0.921,21.2,62.2,67.7,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:32:57,2.025492,2.174935,1.125,0.375,35.6,30.7,24.5,Endogenous,Mild,Normal,Dehydrated
2025-11-01 16:32:58,0.827954,1.9121,-0.072,0.112,29.2,68.5,119.2,Endogenous,Normal,Normal,Hydrated
2025-11-01 16:32:59,2.194102,1.63502,1.294,-0.165,21.2,59.1,104.1,Endogenous,Mild,Normal,Hydrated
2025-11-01 16:33:00,0.864297,4.189928,-0.036,2.39,39.9,42.2,33.1,Endogenous,Normal,Mild,Dehydrated
